ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO
2019-0068,2019-08-14,2019,8,14,CONDUCTOR,MOTO,MASCULINO,53,2019-08-14 00:00:00
2019-0069,2019-08-17,2019,8,17,CONDUCTOR,MOTO,MASCULINO,43,2019-08-17 00:00:00
2019-0070,2019-08-22,2019,8,22,CONDUCTOR,MOTO,MASCULINO,25,2019-08-22 00:00:00
2019-0071,2019-08-27,2019,8,27,PEATON,PEATON,MASCULINO,SD,2019-08-27 00:00:00
2019-0072,2019-08-28,2019,8,28,CONDUCTOR,AUTO,MASCULINO,22,2019-09-02 00:00:00
2019-0073,2019-08-29,2019,8,29,CONDUCTOR,AUTO,MASCULINO,29,2019-09-06 00:00:00
2019-0074,2019-08-29,2019,8,29,CONDUCTOR,MOTO,MASCULINO,35,2019-08-29 00:00:00
2019-0075,2019-08-30,2019,8,30,CONDUCTOR,MOTO,MASCULINO,31,2019-08-30 00:00:00
2019-0076,2019-09-05,2019,9,5,CONDUCTOR,MOTO,FEMENINO,29,2019-09-05 00:00:00
2019-0077,2019-09-08,2019,9,8,PEATON,PEATON,FEMENINO,28,2019-09-08 00:00:00
2019-0078,2019-09-12,2019,9,12,PEATON,PEATON,FEMENINO,72,2019-09-15 00:00:00
2019-0079,2019-09-17,2019,9,17,CONDUCTOR,MOTO,MASCULINO,57,2019-09-17 00:00:00
2019-0080,2019-09-17,2019,9,17,PEATON,PEATON,MASCULINO,76,2019-09-17 00:00:00
2019-0081,2019-09-23,2019,9,23,PEATON,PEATON,MASCULINO,67,2019-10-07 00:00:00
2019-0082,2019-09-25,2019,9,25,CICLISTA,BICICLETA,MASCULINO,47,2019-09-25 00:00:00
2019-0083,2019-09-26,2019,9,26,CONDUCTOR,AUTO,MASCULINO,73,2019-09-26 00:00:00
2019-0084,2019-09-27,2019,9,27,CICLISTA,BICICLETA,FEMENINO,40,2019-09-27 00:00:00
2019-0085,2019-10-09,2019,10,9,CICLISTA,BICICLETA,MASCULINO,20,2019-10-09 00:00:00
2019-0086,2019-10-15,2019,10,15,CONDUCTOR,MOTO,MASCULINO,29,2019-10-15 00:00:00
2019-0087,2019-10-21,2019,10,21,CONDUCTOR,MOTO,MASCULINO,41,2019-10-21 00:00:00
2019-0088,2019-10-22,2019,10,22,PEATON,PEATON,MASCULINO,27,2019-10-22 00:00:00
2019-0089,2019-10-23,2019,10,23,PEATON,PEATON,FEMENINO,92,2019-10-23 00:00:00
2019-0090,2019-10-24,2019,10,24,PEATON,PEATON,MASCULINO,67,2019-10-26 00:00:00
2019-0091,2019-11-01,2019,11,1,PEATON,PEATON,MASCULINO,35,2019-11-01 00:00:00
2019-0092,2019-11-03,2019,11,3,PEATON,PEATON,MASCULINO,37,2019-11-03 00:00:00
2019-0093,2019-11-13,2019,11,13,CICLISTA,BICICLETA,MASCULINO,16,2019-11-13 00:00:00
2019-0094,2019-11-18,2019,11,18,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,SD,2019-11-18 00:00:00
2019-0095,2019-11-20,2019,11,20,CONDUCTOR,MOTO,MASCULINO,SD,2019-11-20 00:00:00
2019-0096,2019-11-22,2019,11,22,PEATON,PEATON,MASCULINO,73,2019-11-22 00:00:00
2019-0097,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2019-11-25 00:00:00
2019-0098,2019-11-25,2019,11,25,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,61,2019-11-29 00:00:00
2019-0100,2019-12-05,2019,12,5,CONDUCTOR,MOTO,MASCULINO,38,2019-12-18 00:00:00
2019-0101,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,25,2019-12-17 00:00:00
2019-0102,2019-12-17,2019,12,17,CONDUCTOR,MOTO,MASCULINO,18,2019-12-18 00:00:00
2019-0103,2019-12-18,2019,12,18,CONDUCTOR,MOTO,MASCULINO,24,2019-12-18 00:00:00
2019-0104,2019-12-21,2019,12,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2019-12-22 00:00:00
2020-0001,2020-01-04,2020,1,4,PEATON,PEATON,FEMENINO,87,2020-01-04 00:00:00
2020-0002,2020-01-05,2020,1,5,CONDUCTOR,MOTO,MASCULINO,36,2020-01-07 00:00:00
2020-0003,2020-01-11,2020,1,11,PEATON,PEATON,MASCULINO,44,2020-01-11 00:00:00
2020-0004,2020-01-14,2020,1,14,PEATON,PEATON,MASCULINO,82,2020-01-15 00:00:00
2020-0005,2020-01-14,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25,2020-02-10 00:00:00
2020-0006,2020-01-20,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23,2020-01-20 00:00:00
2020-0007,2020-01-27,2020,1,27,PEATON,PEATON,MASCULINO,52,2020-01-27 00:00:00
2020-0008,2020-01-30,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49,2020-01-30 00:00:00
2020-0009,2020-02-04,2020,2,4,PEATON,PEATON,MASCULINO,48,2020-02-05 00:00:00
2020-0010,2020-02-08,2020,2,8,CONDUCTOR,MOTO,MASCULINO,SD,2020-02-08 00:00:00
2020-0011,2020-02-12,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31,2020-02-12 00:00:00
2020-0012,2020-02-18,2020,2,18,PEATON,PEATON,FEMENINO,66,2020-02-18 00:00:00
2020-0013,2020-02-20,2020,2,20,PEATON,PEATON,FEMENINO,58,2020-03-03 00:00:00
2020-0014,2020-02-27,2020,2,27,CONDUCTOR,MOTO,MASCULINO,SD,2020-02-27 00:00:00
2020-0015,2020-02-28,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29,2020-02-28 00:00:00
2020-0016,2020-02-29,2020,2,29,PEATON,PEATON,MASCULINO,68,2020-03-09 00:00:00
2020-0017,2020-03-05,2020,3,5,PEATON,PEATON,MASCULINO,SD,2020-03-05 00:00:00
2020-0018,2020-03-09,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31,2020-03-09 00:00:00
2020-0019,2020-03-10,2020,3,10,PEATON,PEATON,FEMENINO,80,2020-03-10 00:00:00
2020-0020,2020-03-13,2020,3,13,PEATON,PEATON,FEMENINO,74,2020-03-17 00:00:00
2020-0021,2020-03-14,2020,3,14,PEATON,PEATON,FEMENINO,87,2020-03-14 00:00:00
2020-0022,2020-04-07,2020,4,7,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,2020-04-07 00:00:00
2020-0023,2020-04-09,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44,2020-05-03 00:00:00
2020-0024,2020-04-24,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53,2020-04-24 00:00:00
2020-0025,2020-05-12,2020,5,12,PEATON,PEATON,MASCULINO,SD,2020-05-12 00:00:00
2020-0026,2020-05-17,2020,5,17,CONDUCTOR,MOTO,MASCULINO,28,2020-05-17 00:00:00
2020-0027,2020-05-18,2020,5,18,PEATON,PEATON,MASCULINO,76,2020-05-18 00:00:00
2020-0028,2020-05-19,2020,5,19,PEATON,PEATON,MASCULINO,91,2020-05-23 00:00:00
2020-0029,2020-06-10,2020,6,10,PEATON,PEATON,MASCULINO,80,2020-06-12 00:00:00
2020-0030,2020-06-16,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40,2020-06-16 00:00:00
2020-0031,2020-06-30,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29,2020-06-30 00:00:00
2020-0032,2020-07-10,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21,2020-07-10 00:00:00
2020-0033,2020-07-19,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32,2020-07-19 00:00:00
2020-0034,2020-08-02,2020,8,2,PEATON,PEATON,FEMENINO,SD,2020-08-02 00:00:00
2020-0035,2020-08-04,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40,2020-08-04 00:00:00
2020-0036,2020-08-07,2020,8,7,PEATON,PEATON,MASCULINO,72,2020-08-22 00:00:00
2020-0037,2020-08-29,2020,8,29,PEATON,PEATON,MASCULINO,38,2020-08-29 00:00:00
2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46,2020-08-30 00:00:00
2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64,2020-08-30 00:00:00
2020-0039,2020-09-01,2020,9,1,PEATON,PEATON,MASCULINO,44,2020-09-01 00:00:00
2020-0040,2020-09-12,2020,9,12,CONDUCTOR,AUTO,MASCULINO,SD,2020-09-12 00:00:00
2020-0041,2020-09-28,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34,2020-09-28 00:00:00
2020-0042,2020-09-29,2020,9,29,PEATON,PEATON,FEMENINO,53,2020-09-29 00:00:00
2020-0043,2020-09-30,2020,9,30,PEATON,PEATON,MASCULINO,64,2020-09-30 00:00:00
2020-0044,2020-10-05,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43,2020-10-05 00:00:00
2020-0045,2020-10-19,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50,2020-10-19 00:00:00
2020-0046,2020-10-27,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41,2020-10-27 00:00:00
2020-0047,2020-10-27,2020,10,27,PEATON,PEATON,MASCULINO,15,2020-10-27 00:00:00
2020-0048,2020-10-29,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41,2020-10-29 00:00:00
2020-0049,2020-10-30,2020,10,30,PEATON,PEATON,MASCULINO,36,2020-10-30 00:00:00
2020-0050,2020-11-01,2020,11,1,PEATON,PEATON,FEMENINO,28,2020-11-01 00:00:00
2020-0051,2020-11-05,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49,2020-11-05 00:00:00
2020-0052,2020-11-07,2020,11,7,CICLISTA,BICICLETA,MASCULINO,44,2020-11-07 00:00:00
2020-0053,2020-11-09,2020,11,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27,2020-11-09 00:00:00
2020-0054,2020-11-19,2020,11,19,CICLISTA,BICICLETA,MASCULINO,59,2020-11-23 00:00:00
2020-0055,2020-11-19,2020,11,19,PEATON,PEATON,MASCULINO,91,2020-12-11 00:00:00
2020-0056,2020-11-21,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34,2020-11-21 00:00:00
2020-0057,2020-11-23,2020,11,23,PEATON,PEATON,MASCULINO,84,2020-11-23 00:00:00
2020-0058,2020-11-24,2020,11,24,PEATON,PEATON,MASCULINO,57,2020-11-25 00:00:00
2020-0059,2020-12-01,2020,12,1,PEATON,PEATON,FEMENINO,49,2020-12-14 00:00:00
2020-0060,2020-12-03,2020,12,3,PEATON,PEATON,FEMENINO,69,2020-12-03 00:00:00
2020-0061,2020-12-03,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45,2020-12-04 00:00:00
2020-0062,2020-12-04,2020,12,4,CICLISTA,BICICLETA,MASCULINO,47,2020-12-04 00:00:00
2020-0063,2020-12-05,2020,12,5,PEATON,PEATON,MASCULINO,38,2020-12-05 00:00:00
2020-0063,2020-12-05,2020,12,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2020-12-05 00:00:00
2020-0065,2020-12-05,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24,2020-12-06 00:00:00
2020-0066,2020-12-07,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27,2020-12-07 00:00:00
2020-0067,2020-12-11,2020,12,11,PEATON,PEATON,MASCULINO,51,2020-12-11 00:00:00
2020-0068,2020-12-12,2020,12,12,CONDUCTOR,MOTO,MASCULINO,71,2020-12-20 00:00:00
2020-0069,2020-12-15,2020,12,15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,2020-12-15 00:00:00
2020-0070,2020-12-17,2020,12,17,PEATON,PEATON,FEMENINO,81,2020-12-22 00:00:00
2020-0071,2020-12-17,2020,12,17,PEATON,PEATON,MASCULINO,4,2020-12-17 00:00:00
2020-0072,2020-12-19,2020,12,19,CICLISTA,BICICLETA,MASCULINO,42,2020-12-19 00:00:00
2020-0073,2020-12-20,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56,2020-12-20 00:00:00
2020-0074,2020-12-20,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39,2020-12-20 00:00:00
2020-0075,2020-12-23,2020,12,23,PEATON,PEATON,MASCULINO,23,2020-12-23 00:00:00
2020-0076,2020-12-24,2020,12,24,CONDUCTOR,AUTO,FEMENINO,78,2021-01-17 00:00:00
2020-0077,2020-12-25,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30,2020-12-25 00:00:00
2020-0077,2020-12-25,2020,12,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24,2020-12-25 00:00:00
2020-0078,2020-12-25,2020,12,25,CICLISTA,BICICLETA,MASCULINO,26,2020-12-25 00:00:00
2020-0079,2020-12-27,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28,2020-12-27 00:00:00
2021-0001,2021-01-06,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36,2021-01-06 00:00:00
2021-0002,2021-01-07,2021,1,7,CONDUCTOR,MOTO,FEMENINO,47,2021-01-07 00:00:00
2021-0003,2021-01-10,2021,1,10,CONDUCTOR,MOTO,MASCULINO,27,2021-01-10 00:00:00
2021-0004,2021-01-11,2021,1,11,PEATON,PEATON,FEMENINO,61,2021-01-11 00:00:00
2021-0005,2021-01-11,2021,1,11,PEATON,PEATON,MASCULINO,73,2021-01-14 00:00:00
2021-0006,2021-01-12,2021,1,12,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2021-01-12 00:00:00
2021-0007,2021-01-18,2021,1,18,CONDUCTOR,MOTO,MASCULINO,84,2021-01-26 00:00:00
2021-0008,2021-01-22,2021,1,22,PEATON,PEATON,MASCULINO,28,2021-01-22 00:00:00
2021-0009,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,31,2021-01-23 00:00:00
2021-0010,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,28,2021-01-23 00:00:00
2021-0011,2021-01-27,2021,1,27,PEATON,PEATON,MASCULINO,21,2021-01-27 00:00:00
2021-0012,2021-01-29,2021,1,29,PEATON,PEATON,MASCULINO,SD,2021-01-29 00:00:00
2021-0013,2021-01-31,2021,1,31,CONDUCTOR,MOTO,MASCULINO,41,2021-01-31 00:00:00
2021-0014,2021-02-02,2021,2,2,PEATON,PEATON,MASCULINO,28,2021-02-18 00:00:00
2021-0015,2021-02-06,2021,2,6,CONDUCTOR,MOTO,MASCULINO,26,2021-02-06 00:00:00
2021-0016,2021-02-14,2021,2,14,CONDUCTOR,AUTO,MASCULINO,22,2021-02-14 00:00:00
2021-0017,2021-02-17,2021,2,17,CONDUCTOR,MOTO,MASCULINO,33,2021-02-17 00:00:00
2021-0018,2021-02-20,2021,2,20,PEATON,PEATON,MASCULINO,36,2021-03-08 00:00:00
2021-0019,2021-02-21,2021,2,21,CONDUCTOR,MOTO,MASCULINO,30,2021-02-21 00:00:00
2021-0020,2021-02-21,2021,2,21,PEATON,PEATON,FEMENINO,SD,2021-02-21 00:00:00
2021-0021,2021-02-26,2021,2,26,CONDUCTOR,MOTO,MASCULINO,39,2021-03-04 00:00:00
2021-0022,2021-02-28,2021,2,28,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68,2021-03-06 00:00:00
2021-0023,2021-03-01,2021,3,1,CONDUCTOR,MOTO,MASCULINO,24,2021-03-01 00:00:00
2021-0024,2021-03-03,2021,3,3,CICLISTA,BICICLETA,MASCULINO,5,2021-03-03 00:00:00
2021-0025,2021-03-11,2021,3,11,CONDUCTOR,MOTO,MASCULINO,37,2021-03-11 00:00:00
2021-0026,2021-03-15,2021,3,15,CONDUCTOR,MOTO,MASCULINO,36,2021-03-15 00:00:00
2021-0027,2021-03-16,2021,3,16,CONDUCTOR,MOTO,FEMENINO,19,2021-03-16 00:00:00
2021-0028,2021-03-29,2021,3,29,PEATON,PEATON,MASCULINO,SD,2021-03-29 00:00:00
2021-0029,2021-03-31,2021,3,31,CONDUCTOR,AUTO,MASCULINO,26,2021-04-02 00:00:00
2021-0030,2021-04-03,2021,4,3,PEATON,PEATON,MASCULINO,36,2021-04-07 00:00:00
2021-0031,2021-04-07,2021,4,7,PEATON,PEATON,FEMENINO,68,2021-04-11 00:00:00
2021-0032,2021-04-10,2021,4,10,PEATON,PEATON,MASCULINO,60,2021-04-29 00:00:00
2021-0033,2021-04-14,2021,4,14,CONDUCTOR,AUTO,MASCULINO,33,2021-04-14 00:00:00
2021-0034,2021-04-19,2021,4,19,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2021-04-19 00:00:00
2021-0035,2021-05-03,2021,5,3,CONDUCTOR,MOTO,MASCULINO,24,2021-05-03 00:00:00
2021-0036,2021-05-09,2021,5,9,CONDUCTOR,MOTO,MASCULINO,36,2021-05-09 00:00:00
2021-0037,2021-05-11,2021,5,11,PEATON,PEATON,FEMENINO,58,2021-05-11 00:00:00
2021-0038,2021-05-14,2021,5,14,CONDUCTOR,MOTO,FEMENINO,44,2021-05-14 00:00:00
2021-0039,2021-05-15,2021,5,15,CICLISTA,BICICLETA,MASCULINO,86,2021-06-05 00:00:00
2021-0040,2021-05-20,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27,2021-05-20 00:00:00
2021-0041,2021-05-20,2021,5,20,PEATON,PEATON,MASCULINO,75,2021-05-20 00:00:00
2021-0042,2021-05-21,2021,5,21,PEATON,PEATON,MASCULINO,39,2021-05-21 00:00:00
2021-0043,2021-05-22,2021,5,22,PEATON,PEATON,MASCULINO,50,2021-05-22 00:00:00
2021-0044,2021-05-25,2021,5,25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2021-05-25 00:00:00
2021-0045,2021-05-26,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22,2021-05-26 00:00:00
2021-0046,2021-05-31,2021,5,31,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20,2021-05-31 00:00:00
2021-0047,2021-06-02,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59,2021-06-02 00:00:00
2021-0048,2021-06-03,2021,6,3,CICLISTA,BICICLETA,MASCULINO,44,2021-06-23 00:00:00
2021-0049,2021-06-03,2021,6,3,CONDUCTOR,AUTO,MASCULINO,74,2021-06-03 00:00:00
2021-0050,2021-06-10,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56,2021-06-10 00:00:00
2021-0051,2021-06-15,2021,6,15,PEATON,PEATON,MASCULINO,73,2021-06-16 00:00:00
2021-0052,2021-06-20,2021,6,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,2021-06-20 00:00:00
2021-0053,2021-06-20,2021,6,20,PEATON,PEATON,MASCULINO,58,2021-06-30 00:00:00
2021-0054,2021-06-22,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41,2021-06-22 00:00:00
2021-0055,2021-06-29,2021,6,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47,2021-06-29 00:00:00
2021-0056,2021-07-09,2021,7,9,CICLISTA,BICICLETA,MASCULINO,60,2021-07-09 00:00:00
2021-0057,2021-07-10,2021,7,10,CONDUCTOR,AUTO,MASCULINO,46,2021-07-10 00:00:00
2021-0058,2021-07-21,2021,7,21,PEATON,PEATON,MASCULINO,24,2021-07-21 00:00:00
2021-0059,2021-07-22,2021,7,22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44,2021-07-22 00:00:00
2021-0060,2021-07-22,2021,7,22,PEATON,PEATON,FEMENINO,80,2021-07-22 00:00:00
2021-0061,2021-07-24,2021,7,24,PEATON,PEATON,FEMENINO,55,2021-07-24 00:00:00
2021-0062,2021-07-27,2021,7,27,CONDUCTOR,AUTO,MASCULINO,73,2021-07-27 00:00:00
2021-0063,2021-08-02,2021,8,2,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31,2021-08-02 00:00:00
2021-0064,2021-08-02,2021,8,2,PEATON,PEATON,MASCULINO,37,2021-08-03 00:00:00
2021-0065,2021-08-06,2021,8,6,PEATON,PEATON,FEMENINO,63,2021-08-10 00:00:00
2021-0066,2021-08-06,2021,8,6,PEATON,PEATON,MASCULINO,59,2021-08-09 00:00:00
2021-0067,2021-08-08,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27,2021-08-08 00:00:00
2021-0068,2021-08-15,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39,2021-08-15 00:00:00
2021-0069,2021-08-20,2021,8,20,PEATON,PEATON,MASCULINO,17,2021-08-21 00:00:00
2021-0070,2021-08-28,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31,2021-08-28 00:00:00
2021-0071,2021-08-31,2021,8,31,PEATON,PEATON,MASCULINO,88,2021-09-01 00:00:00
2021-0072,2021-09-01,2021,9,1,PEATON,PEATON,FEMENINO,57,2021-09-01 00:00:00
2021-0073,2021-09-18,2021,9,18,CICLISTA,BICICLETA,FEMENINO,76,2021-09-18 00:00:00
2021-0074,2021-09-20,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55,2021-09-20 00:00:00
2021-0075,2021-09-21,2021,9,21,PEATON,PEATON,MASCULINO,65,2021-09-21 00:00:00
2021-0076,2021-10-16,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31,2021-10-16 00:00:00
2021-0077,2021-10-18,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31,2021-10-18 00:00:00
2021-0078,2021-10-23,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22,2021-10-23 00:00:00
2021-0079,2021-10-25,2021,10,25,PEATON,PEATON,MASCULINO,SD,2021-10-25 00:00:00
2021-0080,2021-10-28,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32,2021-10-28 00:00:00
2021-0081,2021-11-02,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26,2021-11-02 00:00:00
2021-0082,2021-11-06,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38,2021-11-06 00:00:00
2021-0083,2021-11-09,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30,2021-11-09 00:00:00
2021-0084,2021-11-11,2021,11,11,CONDUCTOR,AUTO,MASCULINO,32,2021-11-11 00:00:00
2021-0097,2021-11-18,2021,11,18,CICLISTA,BICICLETA,MASCULINO,53,2021-11-19 00:00:00
2021-0085,2021-11-20,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49,2021-11-20 00:00:00
2021-0086,2021-11-25,2021,11,25,PEATON,PEATON,MASCULINO,75,2021-11-25 00:00:00
2021-0087,2021-11-27,2021,11,27,PEATON,PEATON,FEMENINO,73,2021-11-27 00:00:00
2021-0088,2021-12-01,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45,2021-12-07 00:00:00
2021-0089,2021-12-02,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41,2021-12-11 00:00:00
2021-0090,2021-12-10,2021,12,10,PEATON,PEATON,MASCULINO,73,2022-01-03 00:00:00
2021-0091,2021-12-11,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24,2021-12-11 00:00:00
2021-0092,2021-12-12,2021,12,12,PEATON,PEATON,FEMENINO,50,2021-12-12 00:00:00
2021-0093,2021-12-13,2021,12,13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18,2021-12-18 00:00:00
2021-0094,2021-12-20,2021,12,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43,2021-12-20 00:00:00
2021-0095,2021-12-30,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27,2022-01-02 00:00:00
2021-0096,2021-12-15,2021,12,15,CONDUCTOR,AUTO,MASCULINO,60,2021-12-20 00:00:00
